customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure
6992-TKNYO,Male,0,Yes,No,2,1,1,Credit card (automatic),69,2669.45,No,38.69
6993-OHLXR,Female,0,No,No,1,2,0,Electronic check,68.95,119.75,Yes,1.74
6993-YCOBK,Male,0,Yes,Yes,2,2,2,Electronic check,110.6,6586.85,No,59.56
6993-YGFJV,Male,0,Yes,No,2,2,2,Bank transfer (automatic),112.55,7806.5,No,69.36
6994-FGRHH,Male,0,Yes,Yes,1,2,1,Electronic check,106.15,7475.1,No,70.42
6994-KERXL,Male,0,No,No,1,1,0,Electronic check,55.9,238.5,No,4.27
6994-ORCWG,Female,0,No,No,2,1,1,Mailed check,54.25,773.2,No,14.25
6996-KNSML,Female,0,No,No,1,2,0,Electronic check,74.9,74.9,Yes,1.00
6997-UVGOX,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),85.45,6029.9,No,70.57
6999-CHVCF,Male,0,No,No,2,2,2,Bank transfer (automatic),102.1,7149.35,No,70.02
7000-WCEVQ,Female,1,No,No,2,1,0,Mailed check,61.6,1174.35,Yes,19.06
7005-CCBKV,Male,0,No,No,1,2,0,Electronic check,84.4,556.35,Yes,6.59
7005-CYUIL,Female,1,Yes,No,1,2,2,Electronic check,99.4,7168.25,No,72.12
7008-LZVOZ,Male,0,Yes,Yes,2,0,2,Credit card (automatic),25.3,1672.35,No,66.10
7009-LGECI,Female,0,No,No,1,1,0,Bank transfer (automatic),50.55,235.65,No,4.66
7009-PCARS,Male,0,No,Yes,1,0,1,Bank transfer (automatic),19.1,1001.5,No,52.43
7010-BRBUU,Male,0,Yes,Yes,2,0,2,Credit card (automatic),24.1,1734.65,No,71.98
7010-ZMVBF,Female,0,Yes,Yes,1,0,0,Mailed check,20.45,357,No,17.46
7011-CVEUC,Male,0,Yes,No,1,2,0,Credit card (automatic),95.7,2338.35,No,24.43
7013-PSXHK,Female,0,No,No,2,1,1,Mailed check,80.75,3208.65,No,39.74
7014-ZZXAW,Female,0,Yes,No,2,0,2,Credit card (automatic),24.25,1732.95,No,71.46
7016-BPGEU,Female,0,No,No,0,1,0,Credit card (automatic),25.1,712.85,Yes,28.40
7016-NVRIC,Male,1,Yes,No,1,2,1,Bank transfer (automatic),90.1,2656.7,No,29.49
7017-VFHAY,Female,0,Yes,Yes,2,2,2,Credit card (automatic),115.1,7008.15,No,60.89
7017-VFULY,Female,0,Yes,No,1,0,0,Bank transfer (automatic),20.1,43.15,No,2.15
7018-FPXHH,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),59.8,3457.45,No,57.82
7018-WBJNK,Male,0,No,Yes,1,2,0,Credit card (automatic),78.3,1033.95,No,13.20
7020-OZKXZ,Female,1,No,No,1,2,0,Credit card (automatic),75.5,637.4,No,8.44
7021-XSNYE,Male,0,Yes,Yes,0,1,2,Credit card (automatic),49.65,305.55,No,6.15
7024-OHCCK,Female,1,No,No,2,2,0,Electronic check,93.85,170.85,Yes,1.82
7025-IWFHT,Male,0,No,No,1,2,1,Electronic check,89.55,3729.75,No,41.65
7025-WCBNE,Male,1,No,No,2,1,2,Bank transfer (automatic),59.6,2754,No,46.21
7026-YMSBE,Male,0,No,No,1,0,1,Mailed check,19.7,625.05,No,31.73
7028-DVOIQ,Male,1,No,No,2,2,0,Electronic check,99.05,3395.8,Yes,34.28
7029-IJEJK,Female,0,No,No,0,1,1,Bank transfer (automatic),44.1,2369.7,No,53.73
7029-RPUAV,Male,1,Yes,No,2,2,0,Credit card (automatic),100.45,1622.45,Yes,16.15
7030-FZTFM,Male,0,Yes,Yes,2,2,2,Credit card (automatic),110.9,7922.75,No,71.44
7030-NJVDP,Male,0,Yes,No,1,2,0,Electronic check,89.25,2210.2,No,24.76
7032-LMBHI,Female,0,No,No,2,1,1,Bank transfer (automatic),64.65,2347.85,No,36.32
7033-CLAMM,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),20.2,1027.25,No,50.85
7036-TYDEC,Female,0,No,No,2,2,2,Electronic check,104,7028.5,No,67.58
7036-ZZKBD,Male,0,Yes,No,1,1,0,Credit card (automatic),66.4,2019.8,No,30.42
7037-MTYVW,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),85.4,3297,No,38.61
7041-TXQJH,Female,0,No,No,0,1,0,Credit card (automatic),40.2,1478.85,No,36.79
7044-YAACC,Male,1,Yes,No,1,2,0,Electronic check,70.2,280.35,No,3.99
7047-FWEYA,Female,0,Yes,No,2,2,1,Electronic check,103.15,4594.65,No,44.54
7047-YXDMZ,Male,0,No,No,1,0,0,Mailed check,20,417.7,No,20.89
7048-GXDAY,Male,0,No,No,2,2,0,Electronic check,106.4,4040.65,No,37.98
7049-GKVZY,Female,0,No,No,1,1,1,Credit card (automatic),79.85,1387.35,No,17.37
7054-DMVAS,Male,0,No,No,1,1,2,Bank transfer (automatic),65.3,3512.9,No,53.80
7054-ENNGU,Female,0,Yes,No,1,1,0,Mailed check,50.85,466.6,No,9.18
7054-LGEQW,Female,0,No,No,1,1,0,Mailed check,45.95,45.95,Yes,1.00
7055-HNEOJ,Male,0,Yes,No,1,1,0,Mailed check,55.8,154.55,No,2.77
7055-JCGNI,Female,0,No,No,2,2,2,Credit card (automatic),111.95,7795.95,No,69.64
7055-VKGDA,Male,0,No,No,1,2,1,Credit card (automatic),105.4,5643.4,Yes,53.54
7056-IMHCC,Male,1,Yes,No,2,2,0,Electronic check,101.9,5549.4,Yes,54.46
7061-OVMIM,Female,0,Yes,Yes,1,0,1,Bank transfer (automatic),19.55,608.5,No,31.13
7064-FRRSW,Male,1,No,No,2,2,1,Electronic check,99,4744.35,No,47.92
7064-JHXCE,Male,0,Yes,Yes,1,0,2,Credit card (automatic),20.05,1263.9,No,63.04
7065-YUNRY,Female,0,No,No,1,1,0,Mailed check,45.3,45.3,Yes,1.00
7067-KSAZT,Female,1,Yes,No,2,2,1,Electronic check,106.25,6979.8,Yes,65.69
7072-MBHEV,Female,1,Yes,Yes,2,2,0,Credit card (automatic),78.1,864.85,No,11.07
7073-QETQY,Male,0,Yes,Yes,1,0,1,Electronic check,20.35,1359.5,No,66.81
7074-IEVOJ,Female,1,No,No,2,2,0,Electronic check,79.4,205.05,Yes,2.58
7074-STDCN,Male,0,No,No,0,1,0,Electronic check,40.6,1494.5,No,36.81
7075-BNDVQ,Female,0,No,No,0,1,0,Mailed check,35,135.75,No,3.88
7077-XJMET,Male,0,Yes,No,1,1,0,Electronic check,74.15,741.4,No,10.00
7078-NVFAM,Female,0,Yes,Yes,0,1,0,Electronic check,35.15,1051.05,No,29.90
7079-QRCBC,Female,0,No,No,2,2,0,Electronic check,98.75,2407.3,Yes,24.38
7080-TNUWP,Male,0,Yes,No,2,2,1,Bank transfer (automatic),95,6602.9,No,69.50
7083-MIOPC,Female,0,No,No,1,0,2,Credit card (automatic),20.25,1566.9,No,77.38
7083-YNSKY,Female,0,No,No,2,0,0,Credit card (automatic),25.4,399.6,Yes,15.73
7088-FBAWU,Female,0,Yes,Yes,1,1,0,Mailed check,74.55,1215.8,No,16.31
7089-IVVAZ,Female,0,No,No,2,2,0,Bank transfer (automatic),103.35,847.3,Yes,8.20
7089-RKVSZ,Male,0,Yes,Yes,2,0,1,Mailed check,24.4,203.95,No,8.36
7089-XXAYG,Male,0,Yes,No,0,1,1,Credit card (automatic),38.1,970.4,No,25.47
7094-MSZAO,Male,0,Yes,Yes,1,0,0,Credit card (automatic),20.05,218.5,No,10.90
7096-UCLNH,Male,0,No,No,1,0,0,Mailed check,20.05,20.05,No,1.00
7096-ZNBZI,Female,0,Yes,No,2,0,2,Credit card (automatic),26.45,1914.5,No,72.38
7100-FQPRV,Male,0,Yes,Yes,2,1,1,Credit card (automatic),71.9,3173.35,No,44.14
7101-HRBLJ,Female,0,Yes,Yes,1,1,2,Bank transfer (automatic),83.7,6096.9,No,72.84
7102-JJVTX,Female,0,Yes,Yes,1,1,1,Mailed check,48.6,422.3,No,8.69
7103-IPXPJ,Male,0,Yes,No,2,2,1,Electronic check,99.4,5059.75,No,50.90
7103-ZGVNT,Female,0,Yes,Yes,2,1,1,Credit card (automatic),73.7,4885.85,No,66.29
7105-BENQF,Male,0,No,Yes,1,1,1,Mailed check,64.85,950.75,No,14.66
7105-MXJLL,Female,1,Yes,No,1,1,1,Mailed check,60.7,1597.4,No,26.32
7107-UBYKY,Female,0,Yes,Yes,2,0,0,Electronic check,25.75,882.55,No,34.27
7108-DGVUU,Female,1,Yes,No,2,1,1,Bank transfer (automatic),71.7,1497.05,No,20.88
7109-CQYUZ,Male,0,No,No,2,1,2,Mailed check,89.25,4652.4,No,52.13
7109-MFBYV,Male,0,No,No,1,1,0,Electronic check,45.45,1233.15,No,27.13
7110-BDTWG,Female,0,Yes,No,0,1,2,Electronic check,47.05,3263.6,No,69.36
7112-OPOTK,Male,0,No,No,1,2,0,Electronic check,68.25,2171.15,Yes,31.81
7113-HIPFI,Male,0,Yes,Yes,1,1,2,Mailed check,65.85,4097.05,No,62.22
7114-AEOZE,Female,0,No,No,1,0,2,Bank transfer (automatic),19.85,1128.1,No,56.83
7115-IRDHS,Female,0,Yes,No,2,0,2,Bank transfer (automatic),24.65,1830.05,No,74.24
7120-RFMVS,Male,0,No,No,2,2,0,Electronic check,84.5,84.5,Yes,1.00
7123-WQUHX,Male,0,No,No,2,2,1,Bank transfer (automatic),95,3605.6,No,37.95
7124-UGSUR,Female,1,Yes,No,2,2,1,Credit card (automatic),104.4,6405,Yes,61.35
7126-RBHSD,Female,0,Yes,No,2,2,0,Electronic check,78.9,1348.95,No,17.10
7128-GGCNO,Male,0,No,No,2,2,0,Bank transfer (automatic),72.8,3249.4,No,44.63
7129-ACFOG,Female,0,No,No,2,1,0,Electronic check,53.8,283.95,No,5.28
7129-AZJDE,Male,0,Yes,Yes,1,2,1,Bank transfer (automatic),78.95,2647.2,No,33.53
7129-CAKJW,Female,0,No,No,2,2,0,Bank transfer (automatic),80.05,1345.65,No,16.81
7130-CTCUS,Male,1,Yes,No,1,1,0,Bank transfer (automatic),54.55,825.1,No,15.13
7130-VTEWQ,Female,1,No,No,2,2,0,Electronic check,75.75,606.25,Yes,8.00
7130-YXBRO,Male,0,Yes,No,2,2,0,Bank transfer (automatic),111.45,5315.1,No,47.69
7131-ZQZNK,Female,0,Yes,Yes,0,1,2,Credit card (automatic),59.85,3590.2,No,59.99
7133-VBDCG,Female,0,No,No,1,2,0,Bank transfer (automatic),79.85,2015.35,Yes,25.24
7134-HBPBS,Female,1,No,No,2,2,2,Bank transfer (automatic),108.1,7774.05,No,71.92
7134-MJPDY,Female,1,No,No,2,2,1,Credit card (automatic),102.85,6976.75,No,67.83
7136-IHZJA,Female,0,Yes,Yes,1,1,0,Mailed check,71.35,2847.2,No,39.90
7136-RVDTZ,Male,1,No,No,0,1,1,Electronic check,45.25,3264.45,Yes,72.14
7137-NAXML,Male,0,No,No,1,0,1,Bank transfer (automatic),20.15,405.6,No,20.13
7137-RYLPP,Male,1,Yes,No,2,2,0,Electronic check,85.7,3171.15,Yes,37.00
7138-GIRSH,Male,0,No,No,2,1,2,Bank transfer (automatic),69.5,3418.2,No,49.18
7139-JZFVG,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),60.5,3694.45,No,61.07
7140-ADSMJ,Male,0,No,No,1,0,0,Credit card (automatic),20.45,162.3,No,7.94
7142-HVGBG,Male,1,Yes,No,2,2,0,Electronic check,103,4414.3,Yes,42.86
7143-BQIBA,Male,0,No,No,1,1,0,Bank transfer (automatic),62.25,612.95,No,9.85
7145-FEJWU,Female,0,No,Yes,2,2,0,Electronic check,105.3,1275.65,No,12.11
7147-AYBAA,Male,0,No,No,1,2,0,Mailed check,70.35,2552.9,No,36.29
7148-XZPHA,Male,0,Yes,Yes,1,2,0,Electronic check,79.4,4238.45,No,53.38
7153-CHRBV,Female,0,Yes,Yes,1,1,1,Mailed check,59.3,3274.35,No,55.22
7153-OANIO,Male,0,No,No,1,2,0,Electronic check,69.95,69.95,Yes,1.00
7156-MHUGY,Male,1,No,No,1,2,0,Electronic check,90.5,1201.15,Yes,13.27
7156-MXBJE,Female,0,No,No,2,1,1,Credit card (automatic),85.1,3662.25,No,43.03
7157-SMCFK,Male,0,No,Yes,1,0,2,Mailed check,19.75,1124.2,No,56.92
7159-FVYPK,Female,0,Yes,Yes,2,1,0,Bank transfer (automatic),69.15,235,No,3.40
7159-NOKYQ,Male,0,Yes,No,2,2,2,Electronic check,93.15,6368.2,No,68.37
7161-DFHUF,Female,0,Yes,No,2,0,2,Mailed check,23.85,1672.1,No,70.11
7162-WPHPM,Male,0,Yes,Yes,2,1,2,Credit card (automatic),71.6,4230.25,No,59.08
7163-OCEQI,Male,0,Yes,Yes,2,1,1,Mailed check,78.65,1663.75,No,21.15
7164-BPTUT,Male,0,No,Yes,2,1,2,Mailed check,89.55,5012.35,No,55.97
7167-PCEYD,Male,0,No,No,1,0,2,Mailed check,19.8,1311.3,No,66.23
7168-HDQHG,Female,0,Yes,Yes,1,0,0,Bank transfer (automatic),19.2,702.9,No,36.61
7169-YWAMK,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),68.4,4855.35,No,70.98
7173-TETGO,Female,1,Yes,No,2,2,2,Bank transfer (automatic),78.5,5602.25,No,71.37
7175-NTIXE,Female,0,No,No,1,1,0,Credit card (automatic),76.15,1992.95,No,26.17
7176-WIONM,Female,0,Yes,No,0,1,0,Bank transfer (automatic),49.85,617.15,No,12.38
7176-WRTNX,Male,0,No,No,2,2,2,Bank transfer (automatic),114.95,7711.25,No,67.08
7180-PISOG,Male,0,Yes,Yes,2,2,0,Electronic check,74.5,74.5,Yes,1.00
7181-BQYBV,Female,0,Yes,Yes,2,2,0,Electronic check,102.45,102.45,Yes,1.00
7181-OQCUT,Male,0,No,No,2,2,0,Mailed check,103.85,2215,No,21.33
7182-OVLBJ,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),101.15,6638.35,No,65.63
7184-LRUUR,Female,0,No,No,1,1,1,Bank transfer (automatic),65.25,1441.8,No,22.10
7188-CBBBA,Female,0,No,No,2,2,1,Electronic check,95.5,6153.85,No,64.44
7190-XHTWJ,Female,0,No,No,1,0,1,Mailed check,19.3,755.5,No,39.15
7191-ADRGF,Male,0,Yes,No,0,1,2,Bank transfer (automatic),54.3,2390.45,No,44.02
7196-LIWRH,Female,0,No,No,1,0,2,Mailed check,19.55,124.45,No,6.37
7197-VOJMM,Male,0,Yes,No,1,1,2,Credit card (automatic),69.2,4671.65,No,67.51
7198-GLXTC,Male,0,No,No,1,2,0,Electronic check,79,143.65,Yes,1.82
7203-OYKCT,Male,0,No,No,2,2,1,Electronic check,104.95,7544.3,No,71.88
7205-BAIAD,Female,0,No,No,1,0,2,Bank transfer (automatic),20.6,827.3,No,40.16
7206-GZCDC,Female,1,No,No,1,2,0,Electronic check,69.25,69.25,Yes,1.00
7206-PQBBZ,Male,1,Yes,No,1,2,0,Electronic check,70.2,834.7,No,11.89
7207-RMRDB,Female,0,Yes,Yes,2,2,0,Electronic check,105.5,6985.65,Yes,66.21
7208-PSIHR,Female,0,Yes,No,2,2,2,Bank transfer (automatic),104.3,7188.5,No,68.92
7209-JCUDS,Male,0,No,No,1,2,0,Electronic check,94.9,1048.85,Yes,11.05
7216-EWTRS,Female,1,Yes,No,2,2,0,Electronic check,100.8,100.8,Yes,1.00
7216-KAOID,Male,0,Yes,Yes,1,0,1,Bank transfer (automatic),19.5,798.2,No,40.93
7217-JYHOQ,Male,0,Yes,Yes,1,1,0,Credit card (automatic),70.3,1706.45,No,24.27
7218-HKQFK,Male,0,Yes,No,1,2,0,Electronic check,94.2,167.5,Yes,1.78
7219-TLZHO,Female,0,Yes,Yes,1,0,0,Mailed check,20.85,62.9,No,3.02
7225-CBZPL,Male,1,Yes,No,2,2,0,Electronic check,94.8,1563.9,No,16.50
7225-IILWY,Male,0,Yes,Yes,2,0,2,Mailed check,25.75,1686.15,No,65.48
7228-OMTPN,Male,0,No,No,1,2,0,Electronic check,88.45,370.65,Yes,4.19
7228-PAQPD,Female,0,No,No,1,1,1,Credit card (automatic),59.1,772.85,No,13.08
7233-DRTRF,Male,0,Yes,No,2,2,0,Electronic check,102.4,6444.05,No,62.93
7233-IOQNP,Female,0,Yes,No,0,1,0,Bank transfer (automatic),34,1505.35,No,44.28
7233-PAHHL,Male,0,Yes,Yes,2,1,2,Mailed check,84,5714.25,No,68.03
7234-FECYN,Female,1,No,No,2,2,0,Electronic check,101.35,780.5,Yes,7.70
7234-KMNRQ,Male,0,No,No,1,0,0,Mailed check,19,73.45,No,3.87
7235-NXZCP,Male,1,No,No,2,2,0,Mailed check,74.85,156.4,Yes,2.09
7239-HZZCX,Male,0,No,No,1,0,0,Mailed check,19.75,19.75,Yes,1.00
7240-ETPTR,Female,0,Yes,No,0,1,0,Electronic check,48.75,442.2,Yes,9.07
7240-FQLHE,Female,1,Yes,No,2,2,0,Bank transfer (automatic),99.75,1836.25,Yes,18.41
7241-AJHFS,Male,0,No,No,2,2,0,Bank transfer (automatic),87.65,2766.4,No,31.56
7242-EDTYC,Male,0,No,Yes,1,0,2,Bank transfer (automatic),19.55,819.95,No,41.94
7242-QZLXF,Male,0,No,Yes,0,1,0,Electronic check,25.3,25.3,Yes,1.00
7243-LCGGZ,Female,0,No,No,1,0,0,Mailed check,20.9,20.9,No,1.00
7244-KXYZN,Female,0,No,No,1,0,1,Credit card (automatic),20.45,527.35,No,25.79
7244-QWYHG,Male,0,Yes,No,0,1,1,Bank transfer (automatic),44.45,2188.45,No,49.23
7245-JMTTQ,Female,0,No,No,2,2,1,Electronic check,111.5,5703.25,No,51.15
7245-NIIWQ,Female,0,No,No,1,2,0,Electronic check,69.85,199.85,No,2.86
7246-ZGQDF,Female,0,No,Yes,1,1,0,Electronic check,54.5,54.5,No,1.00
7247-XOZPB,Male,0,Yes,No,2,1,1,Bank transfer (automatic),77.4,4155.95,No,53.69
7248-VZQLC,Female,1,No,No,2,2,0,Bank transfer (automatic),85.2,3969.35,Yes,46.59
7249-WBIYX,Male,0,Yes,No,2,2,0,Electronic check,85.6,813.85,Yes,9.51
7250-EQKIY,Female,0,Yes,Yes,1,1,0,Mailed check,50.45,50.45,Yes,1.00
7251-LJBQN,Female,1,No,No,2,2,1,Credit card (automatic),103.75,4188.4,No,40.37
7251-XFOIL,Female,0,No,No,2,2,0,Mailed check,89.2,5500.6,No,61.67
7252-NTGSS,Female,0,No,No,1,1,0,Mailed check,45.15,45.15,No,1.00
7253-UVNDW,Female,0,No,No,1,1,2,Credit card (automatic),54.35,2460.15,Yes,45.26
7254-IQWOZ,Male,0,No,No,1,2,0,Electronic check,69.65,69.65,Yes,1.00
7255-SSFBC,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),112.25,8041.65,No,71.64
7266-GSSJX,Male,0,Yes,Yes,1,0,0,Electronic check,20.45,250.8,No,12.26
7267-FRMJW,Female,0,Yes,Yes,1,0,2,Mailed check,20.1,486.05,No,24.18
7268-IGMFD,Male,1,No,No,2,2,0,Bank transfer (automatic),93.9,1743.9,No,18.57
7268-WNTCP,Male,0,Yes,Yes,1,0,2,Bank transfer (automatic),20.45,1297.35,No,63.44
7269-JISCY,Female,0,No,No,1,1,1,Bank transfer (automatic),45.05,2462.6,No,54.66
7270-BDIOA,Female,0,No,No,2,2,0,Electronic check,90,1993.8,Yes,22.15
7271-AJDTL,Female,0,Yes,No,2,2,0,Credit card (automatic),94.45,5073.1,No,53.71
7272-QDCKA,Male,0,No,No,2,2,1,Electronic check,100.2,2688.45,No,26.83
7273-TEFQD,Male,1,No,No,0,1,0,Electronic check,41.15,132.2,Yes,3.21
7274-CGTOD,Male,0,No,No,0,1,2,Bank transfer (automatic),43.7,2618.3,No,59.92
7274-RTAPZ,Male,0,No,No,1,2,0,Electronic check,90.55,90.55,Yes,1.00
7277-KAMWT,Male,0,No,No,1,0,2,Credit card (automatic),20,268.45,No,13.42
7277-OZCGZ,Female,0,No,No,1,2,0,Electronic check,89.05,1886.25,No,21.18
7278-CKDNC,Male,1,No,No,2,2,0,Electronic check,80.5,2088.45,No,25.94
7279-BUYWN,Female,1,No,No,2,2,0,Electronic check,113.2,4689.5,Yes,41.43
7279-NMVJC,Female,0,No,No,1,0,1,Bank transfer (automatic),19.9,323.15,No,16.24
7284-BUYEC,Female,0,No,No,0,1,0,Credit card (automatic),50.95,229.4,No,4.50
7284-ZZLOH,Male,0,Yes,No,1,1,2,Credit card (automatic),53.3,2296.25,No,43.08
7285-KLOTR,Female,0,Yes,No,2,1,1,Electronic check,78.85,876.75,No,11.12
7291-CDTMJ,Male,0,No,No,1,0,0,Bank transfer (automatic),19.65,19.65,No,1.00
7293-LSCDV,Female,0,Yes,Yes,1,0,2,Credit card (automatic),19.25,1103.25,No,57.31
7294-TMAOP,Female,0,No,No,1,2,0,Electronic check,90.55,90.55,Yes,1.00
7295-JOMMD,Female,0,No,Yes,1,2,0,Bank transfer (automatic),98.1,396.3,Yes,4.04
7296-PIXQY,Female,0,Yes,Yes,1,2,0,Electronic check,70.2,1046.5,No,14.91
7297-DVYGA,Female,0,No,No,1,0,1,Bank transfer (automatic),19.85,996.95,No,50.22
7298-IZWLY,Female,0,No,No,1,0,0,Mailed check,19.4,19.4,No,1.00
7299-GNVPL,Female,0,Yes,Yes,1,2,0,Mailed check,84.4,1936.85,No,22.95
7301-ABVAD,Female,0,No,No,2,1,2,Bank transfer (automatic),86.6,6350.5,No,73.33
7302-ZHMHP,Female,0,No,No,1,0,0,Mailed check,19.15,19.15,No,1.00
7305-ZWMAJ,Male,0,Yes,No,1,0,1,Credit card (automatic),20.7,587.1,No,28.36
7306-YDSOI,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),59.75,4069.9,No,68.12
7310-EGVHZ,Male,0,No,No,1,0,0,Bank transfer (automatic),20.2,20.2,No,1.00
7311-MQJCH,Female,0,No,No,1,0,1,Electronic check,19.55,99.6,No,5.09
7312-XSBAT,Male,0,No,No,1,1,0,Electronic check,49.75,49.75,No,1.00
7314-OXENN,Male,0,No,No,2,2,0,Electronic check,82,184.65,Yes,2.25
7315-WYOAW,Male,0,No,No,2,2,0,Electronic check,100.75,1313.25,No,13.03
7317-GGVPB,Male,0,Yes,No,2,2,2,Credit card (automatic),108.6,7690.9,Yes,70.82
7318-EIVKO,Male,0,No,No,2,1,0,Electronic check,59.25,436.6,No,7.37
7319-VENRZ,Male,0,No,No,1,1,0,Bank transfer (automatic),64.3,445.95,No,6.94
7319-ZNRTR,Male,0,Yes,Yes,1,0,1,Electronic check,19.6,411.15,No,20.98
7321-KKSDU,Male,0,No,Yes,1,0,2,Mailed check,20.5,696.8,No,33.99
7321-PKUYW,Female,0,No,No,2,2,0,Electronic check,90.15,987.95,Yes,10.96
7321-VGNKU,Female,0,Yes,No,1,2,0,Electronic check,70.35,120.25,No,1.71
7321-ZNSLA,Male,0,Yes,Yes,0,1,2,Mailed check,40.55,590.35,No,14.56
7322-OCWHC,Male,1,Yes,No,2,2,2,Bank transfer (automatic),93.05,6735.05,No,72.38
7325-ENZFI,Female,0,No,No,0,1,1,Bank transfer (automatic),40.3,1630.4,No,40.46
7326-RIGQZ,Male,0,Yes,Yes,1,2,0,Electronic check,69.8,377.85,No,5.41
7328-OWMOM,Female,0,No,Yes,1,0,1,Credit card (automatic),20.1,589.25,No,29.32
7328-ZJAJO,Female,0,Yes,Yes,1,0,2,Credit card (automatic),19.5,1222.65,No,62.70
7330-WZLNC,Female,0,No,No,2,2,0,Electronic check,90.8,455.5,Yes,5.02
7336-RLLRH,Male,0,Yes,No,2,1,1,Mailed check,80.85,2204.35,No,27.26
7337-CINUD,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.5,159.35,No,8.17
7338-ERIVA,Male,0,No,Yes,0,1,1,Bank transfer (automatic),45.05,1790.6,No,39.75
7339-POGZN,Female,0,No,No,2,1,0,Electronic check,50.7,214.55,No,4.23
7340-KEFQE,Female,0,Yes,Yes,0,1,2,Bank transfer (automatic),34.2,1782,No,52.11
7341-LXCAF,Male,0,Yes,No,2,2,0,Electronic check,74.65,301.4,Yes,4.04
7343-EOBEU,Male,0,Yes,No,2,0,0,Mailed check,23.6,89.05,No,3.77
7346-MEDWM,Female,0,No,No,2,2,0,Electronic check,83.25,4949.1,No,59.45
7349-ALMUX,Male,0,No,No,1,1,2,Bank transfer (automatic),65.6,2313.8,No,35.27
7351-KYHQH,Female,1,No,No,1,1,0,Electronic check,64.95,493.65,No,7.60
7351-MHQVU,Female,0,No,No,0,1,0,Credit card (automatic),50.95,307.6,No,6.04
7353-YOWFP,Female,0,No,No,1,0,1,Mailed check,20.25,129.15,No,6.38
7354-OIJLX,Male,0,No,No,2,2,0,Electronic check,75.85,724.65,No,9.55
7356-AYNJP,Female,0,No,No,2,0,1,Electronic check,23.9,97.5,No,4.08
7356-IWLFW,Male,0,Yes,Yes,2,2,0,Bank transfer (automatic),80,3769.7,No,47.12
7359-PTSXY,Male,0,No,No,1,1,0,Electronic check,45.75,45.75,Yes,1.00
7359-SSBJK,Female,1,No,No,1,1,2,Credit card (automatic),70.2,4481,Yes,63.83
7359-WWYJV,Male,0,Yes,No,2,2,2,Credit card (automatic),114.45,8375.05,No,73.18
7361-YPXFS,Female,1,No,No,2,1,0,Bank transfer (automatic),64.45,1867.6,No,28.98
7363-QTBIW,Female,0,Yes,No,1,2,0,Electronic check,79.75,769.1,No,9.64
7365-BVCJH,Male,0,No,No,0,1,0,Electronic check,24.4,24.4,No,1.00
7369-TRPFD,Male,0,No,No,1,0,1,Mailed check,18.8,279.2,No,14.85
7375-WMVMT,Male,1,Yes,No,1,2,2,Credit card (automatic),95.5,6707.15,No,70.23
7377-DMMRI,Male,0,No,No,1,1,0,Electronic check,47.8,92.45,Yes,1.93
7379-FNIUJ,Male,0,No,No,1,2,0,Electronic check,100.2,198.5,No,1.98
7379-POKDZ,Male,0,Yes,No,1,2,0,Electronic check,70.3,208.85,Yes,2.97
7382-DFJTU,Male,0,No,No,1,1,0,Credit card (automatic),55.2,1058.1,No,19.17
7384-GHBPI,Male,0,Yes,No,0,1,0,Electronic check,35.15,99.75,Yes,2.84
7389-KBFIT,Female,0,Yes,Yes,0,1,0,Mailed check,30.25,63.75,No,2.11
7392-YYPYJ,Male,0,No,No,2,2,0,Electronic check,100.65,2415.95,No,24.00
7394-FKDNK,Female,0,Yes,No,1,2,0,Electronic check,89.45,853.1,Yes,9.54
7394-LWLYN,Female,0,No,No,1,2,0,Electronic check,70.15,123.8,No,1.76
7395-IGJOS,Male,1,Yes,No,1,2,0,Bank transfer (automatic),81.5,1329.2,Yes,16.31
7395-XWZOY,Male,0,No,No,0,1,0,Credit card (automatic),55,1165.55,No,21.19
7396-VJUZB,Male,0,Yes,Yes,1,1,0,Mailed check,45.25,155.35,No,3.43
7398-HPYZQ,Male,0,Yes,No,2,1,2,Bank transfer (automatic),90.55,6404,No,70.72
7398-LXGYX,Male,0,Yes,No,2,2,0,Credit card (automatic),84.8,3626.35,No,42.76
7398-SKNQZ,Female,0,Yes,No,2,2,0,Electronic check,94.9,273.2,No,2.88
7399-QHBJS,Female,0,Yes,Yes,2,1,2,Credit card (automatic),66.75,4760.3,No,71.32
7401-JIXNM,Female,0,Yes,Yes,2,1,2,Credit card (automatic),91.3,4965,No,54.38
7401-RUBNK,Female,0,Yes,No,1,2,0,Electronic check,74.8,1438.05,No,19.23
7402-EYFXX,Male,1,No,No,2,2,0,Electronic check,93.6,2404.1,No,25.68
7402-PWYJJ,Female,0,Yes,No,2,2,1,Electronic check,91.15,4862.5,No,53.35
